gameid,date,ejectee,ejecteename,team,job,umpire,umpirename,inning,reason,month,day,year,city,nickname
CIN189707100,07/10/1897,coold101,Duff Cooley,PHI,P,hurst801,Tim Hurst,-1,Call at 2B,7,10,1897,Philadelphia,Phillies
SLN189707100,07/10/1897,gradm101,Mike Grady,SLN,P,sherj901,Jack Sheridan,-1,Call at 1B,7,10,1897,St. Louis,Cardinals
LS3189707161,07/16/1897,clarf101,Fred Clarke,LS3,M,lynct901,Tom Lynch,-1,Fighting,7,16,1897,Louisville,Colonels
LS3189707161,07/16/1897,davig102,George Davis,NY1,P,lynct901,Tom Lynch,-1,Fighting,7,16,1897,New York,Giants
CIN189707180,07/18/1897,browt102,Tom Brown,WSN,M,odayh101,Hank O'Day,-1,Call at 1B,7,18,1897,Washington,Senators
LS3189707180,07/18/1897,hallb101,Bill Hallman,SLN,M,hurst801,Tim Hurst,-1,Call at 3B,7,18,1897,St. Louis,Cardinals
PIT189707221,07/22/1897,hawlp101,Pink Hawley,PIT,P,sherj901,Jack Sheridan,-1,Fighting,7,22,1897,Pittsburgh,Pirates
CL4189707260,07/26/1897,gleak101,Kid Gleason,NY1,P,odayh101,Hank O'Day,-1,Unknown reason,7,26,1897,New York,Giants
CL4189707260,07/26/1897,meekj101,Jouett Meekin,NY1,P,odayh101,Hank O'Day,-1,Bench jockeying,7,26,1897,New York,Giants
CHN189707300,07/30/1897,sugdj101,Joe Sugden,PIT,P,sherj901,Jack Sheridan,-1,Call at 2B,7,30,1897,Pittsburgh,Pirates
CIN189707300,07/30/1897,powej105,Jack Powell,CL4,P,hurst801,Tim Hurst,-1,Balls and strikes,7,30,1897,Cleveland,Spiders
WSN189707300,07/30/1897,clarb103,Boileryard Clarke,BLN,P,emslb101,Bob Emslie,-1,Unknown reason,7,30,1897,Baltimore,Orioles
WSN189707300,07/30/1897,stenj101,Jake Stenzel,BLN,P,emslb101,Bob Emslie,-1,Unknown reason,7,30,1897,Baltimore,Orioles
LS3189708041,08/04/1897,burkj101,Jesse Burkett,CL4,P,wolfc102,Chicken Wolf,-1,Balls and strikes,8,4,1897,Cleveland,Spiders
LS3189708042,08/04/1897,burkj101,Jesse Burkett,CL4,P,wolfc102,Chicken Wolf,-1,Balls and strikes,8,4,1897,Cleveland,Spiders
BSN189708060,08/06/1897,doylj103,Jack Doyle,BLN,P,lynct901,Tom Lynch,-1,Abusive language,8,6,1897,Baltimore,Orioles
PHI189708120,08/12/1897,clarb103,Boileryard Clarke,BLN,P,kellk102,Kick Kelly,7,Protest use of 'old' ball,8,12,1897,Baltimore,Orioles
PHI189708120,08/12/1897,kellj106,Joe Kelley,BLN,P,kellk102,Kick Kelly,7,Protest use of 'old' ball,8,12,1897,Baltimore,Orioles
PHI189708120,08/12/1897,obrit101,Tom O'Brien,BLN,P,kellk102,Kick Kelly,8,Called third strike,8,12,1897,Baltimore,Orioles
BRO189708190,08/19/1897,gradm101,Mike Grady,SLN,P,carpb901,Bill Carpenter,-1,Call at 1B,8,19,1897,St. Louis,Cardinals
BSN189708200,08/20/1897,davih101,Harry Davis,PIT,P,odayh101,Hank O'Day,-1,Umpire positioning,8,20,1897,Pittsburgh,Pirates
PHI189708201,08/20/1897,ehrer101,Red Ehret,CIN,P,kellk102,Kick Kelly,-1,Balls and strikes,8,20,1897,Cincinnati,Reds
PHI189708202,08/20/1897,peith101,Heinie Peitz,CIN,P,kellk102,Kick Kelly,-1,Balls and strikes,8,20,1897,Cincinnati,Reds
PHI189708242,08/24/1897,coold101,Duff Cooley,PHI,P,kellk102,Kick Kelly,-1,Unknown reason,8,24,1897,Philadelphia,Phillies
BRO189708281,08/28/1897,clinb101,Billy Clingman,LS3,P,carpb901,Bill Carpenter,-1,Fair/foul call,8,28,1897,Louisville,Colonels
NY1189708280,08/28/1897,dahlb102,Bill Dahlen,CHN,P,emslb101,Bob Emslie,-1,Call at 3B,8,28,1897,Chicago,Cubs
NY1189708280,08/28/1897,warnj103,Jack Warner,NY1,P,emslb101,Bob Emslie,-1,Fighting,8,28,1897,New York,Giants
WSN189708280,08/28/1897,crosm101,Monte Cross,SLN,P,kellk102,Kick Kelly,-1,Balls and strikes,8,28,1897,St. Louis,Cardinals
WSN189708280,08/28/1897,hartb106,Bill Hart,SLN,P,kellk102,Kick Kelly,-1,Balls and strikes,8,28,1897,St. Louis,Cardinals
WSN189708280,08/28/1897,mcgud101,Deacon McGuire,WSN,P,kellk102,Kick Kelly,-1,Call at 3B,8,28,1897,Washington,Senators
NY1189708300,08/30/1897,ansoc101,Cap Anson,CHN,M,emslb101,Bob Emslie,-1,Condition of field (Darkness),8,30,1897,Chicago,Cubs
WSN189709020,09/02/1897,mercw101,Win Mercer,WSN,P,kellk102,Kick Kelly,-1,Call at 2B,9,2,1897,Washington,Senators
WSN189709081,09/08/1897,tebep101,Patsy Tebeau,CL4,M,carpb901,Bill Carpenter,-1,Balls and strikes,9,8,1897,Cleveland,Spiders
BLN189709090,09/09/1897,clarb103,Boileryard Clarke,BLN,P,kellk102,Kick Kelly,-1,Balls and strikes,9,9,1897,Baltimore,Orioles
BLN189709100,09/10/1897,dextc101,Charlie Dexter,LS3,P,kellk102,Kick Kelly,-1,Balls and strikes,9,10,1897,Louisville,Colonels
BRO189709130,09/13/1897,warnj103,Jack Warner,NY1,P,hurst801,Tim Hurst,-1,Balls and strikes,9,13,1897,New York,Giants
LS3189709130,09/13/1897,brods101,Steve Brodie,PIT,P,kellk102,Kick Kelly,-1,Call at 1B,9,13,1897,Pittsburgh,Pirates
LS3189709130,09/13/1897,hawlp101,Pink Hawley,PIT,P,kellk102,Kick Kelly,-1,Call at 1B,9,13,1897,Pittsburgh,Pirates
LS3189709130,09/13/1897,paddd102,Dick Padden,PIT,P,kellk102,Kick Kelly,-1,Call at 1B,9,13,1897,Pittsburgh,Pirates
WSN189709130,09/13/1897,mercw101,Win Mercer,WSN,P,carpb901,Bill Carpenter,-1,Balls and strikes,9,13,1897,Washington,Senators
PIT189709180,09/18/1897,hawlp101,Pink Hawley,PIT,P,mcdoj105,Jim McDonald,-1,Fighting,9,18,1897,Pittsburgh,Pirates
PIT189709180,09/18/1897,crosm101,Monte Cross,SLN,P,mcdoj105,Jim McDonald,-1,Fighting,9,18,1897,St. Louis,Cardinals
NY1189709200,09/20/1897,kellj106,Joe Kelley,BLN,P,hurst801,Tim Hurst,-1,Balls and strikes,9,20,1897,Baltimore,Orioles
CL4189709220,09/22/1897,ansoc101,Cap Anson,CHN,M,odayh101,Hank O'Day,-1,Interference non-call,9,22,1897,Chicago,Cubs
NY1189804160,04/16/1898,gleak101,Kid Gleason,NY1,P,snydp101,Pop Snyder,-1,Call at 3B (Threw glove),4,16,1898,New York,Giants
LS3189804200,04/20/1898,everb101,Bill Everitt,CHN,P,cushc801,Charlie Cushman,-1,Call at HP,4,20,1898,Chicago,Cubs
LS3189804270,04/27/1898,clarf101,Fred Clarke,LS3,M,woodg104,George Wood,-1,Interference non-call,4,27,1898,Louisville,Colonels
PIT189804300,04/30/1898,paddd102,Dick Padden,PIT,P,woodg104,George Wood,-1,Call at 2B,4,30,1898,Pittsburgh,Pirates
CHN189805010,05/01/1898,dextc101,Charlie Dexter,LS3,P,cushc801,Charlie Cushman,-1,Bench jockeying,5,1,1898,Louisville,Colonels
WSN189805020,05/02/1898,browt102,Tom Brown,WSN,M,snydp101,Pop Snyder,-1,Call at 2B,5,2,1898,Washington,Senators
CIN189805121,05/12/1898,crosl101,Lave Cross,SLN,P,cushc801,Charlie Cushman,-1,Bench jockeying,5,12,1898,St. Louis,Cardinals
BSN189805130,05/13/1898,hallb101,Bill Hallman,BRO,P,snydp101,Pop Snyder,-1,Fair/foul call,5,13,1898,Brooklyn,Dodgers
CHN189805130,05/13/1898,tebep101,Patsy Tebeau,CL4,M,odayh101,Hank O'Day,-1,Balk non-call,5,13,1898,Cleveland,Spiders
NY1189805172,05/17/1898,gradm101,Mike Grady,NY1,P,lynct901,Tom Lynch,-1,Balls and strikes,5,17,1898,New York,Giants
CHN189805220,05/22/1898,dahlb102,Bill Dahlen,CHN,P,connt901,Tommy Connolly,-1,Interference call,5,22,1898,Chicago,Cubs
CHN189805220,05/22/1898,langb102,Bill Lange,CHN,P,connt901,Tommy Connolly,-1,Interference call,5,22,1898,Chicago,Cubs
CHN189805240,05/24/1898,grifc101,Clark Griffith,CHN,P,lynct901,Tom Lynch,-1,Balls and strikes,5,24,1898,Chicago,Cubs
LS3189805240,05/24/1898,gradm101,Mike Grady,NY1,P,cushc801,Charlie Cushman,-1,Balls and strikes,5,24,1898,New York,Giants
NY1189806010,06/01/1898,tebep101,Patsy Tebeau,CL4,M,emslb101,Bob Emslie,-1,Unknown reason,6,1,1898,Cleveland,Spiders
BRO189806020,06/02/1898,everb101,Bill Everitt,CHN,P,cushc801,Charlie Cushman,-1,Balls and strikes,6,2,1898,Chicago,Cubs
BRO189806030,06/03/1898,donat101,Tim Donahue,CHN,P,cushc801,Charlie Cushman,-1,Interference call,6,3,1898,Chicago,Cubs
NY1189806030,06/03/1898,joycb101,Bill Joyce,NY1,M,andre101,Ed Andrews,-1,Fighting,6,3,1898,New York,Giants
NY1189806090,06/09/1898,gradm101,Mike Grady,NY1,P,mcdoj105,Jim McDonald,-1,Call at HP,6,9,1898,New York,Giants
BLN189806100,06/10/1898,mcgrj101,John McGraw,BLN,P,andre101,Ed Andrews,-1,Call at 2B,6,10,1898,Baltimore,Orioles
WSN189806130,06/13/1898,kellj106,Joe Kelley,BLN,P,cushc801,Charlie Cushman,-1,Balls and strikes,6,13,1898,Baltimore,Orioles
WSN189806130,06/13/1898,mcgad102,Dan McGann,BLN,P,cushc801,Charlie Cushman,-1,Balls and strikes,6,13,1898,Baltimore,Orioles
CL4189806140,06/14/1898,burkj101,Jesse Burkett,CL4,P,snydp101,Pop Snyder,-1,Balls and strikes,6,14,1898,Cleveland,Spiders
SLN189806170,06/17/1898,dextc101,Charlie Dexter,LS3,P,woodg104,George Wood,-1,Unknown reason,6,17,1898,Louisville,Colonels
CIN189806200,06/20/1898,brods101,Steve Brodie,BLN,P,snydp101,Pop Snyder,-1,Unknown reason,6,20,1898,Baltimore,Orioles
PIT189806220,06/22/1898,joycb101,Bill Joyce,NY1,M,cushc801,Charlie Cushman,-1,Call at HP,6,22,1898,New York,Giants
PIT189806230,06/23/1898,warnj103,Jack Warner,NY1,P,Unknown umpire,Unknown,-1,Unknown reason,6,23,1898,New York,Giants
SLN189806271,06/27/1898,taylj102,Jack Taylor,SLN,P,Unknown umpire,Unknown,-1,Balls and strikes,6,27,1898,St. Louis,Cardinals
CL4189806282,06/28/1898,ansoc101,Cap Anson,NY1,M,cushc801,Charlie Cushman,-1,Balk call,6,28,1898,New York,Giants
CL4189806290,06/29/1898,duffh101,Hugh Duffy,BSN,P,currw101,Wes Curry,-1,Call at 2B,6,29,1898,Boston,Braves
CL4189806290,06/29/1898,longh101,Herman Long,BSN,P,currw101,Wes Curry,-1,Call at 1B,6,29,1898,Boston,Braves
LS3189806300,06/30/1898,mcgrj101,John McGraw,BLN,P,odayh101,Hank O'Day,-1,Interference non-call,6,30,1898,Baltimore,Orioles
CHN189807010,07/01/1898,warnj103,Jack Warner,NY1,P,Unknown umpire,Unknown,-1,Unknown reason,7,1,1898,New York,Giants
CHN189807020,07/02/1898,dahlb102,Bill Dahlen,CHN,P,Unknown umpire,Unknown,-1,Unknown reason,7,2,1898,Chicago,Cubs
BRO189807090,07/09/1898,gleak101,Kid Gleason,NY1,P,huntj901,John Hunt,-1,Interference call,7,9,1898,New York,Giants
BLN189807110,07/11/1898,dammb101,Bill Dammann,CIN,P,snydp101,Pop Snyder,-1,Unknown reason,7,11,1898,Cincinnati,Reds
BLN189807130,07/13/1898,hillb102,Bill Hill,CIN,P,Unknown umpire,Unknown,-1,Unknown reason,7,13,1898,Cincinnati,Reds
BLN189807140,07/14/1898,ewinb101,Buck Ewing,CIN,M,snydp101,Pop Snyder,-1,Condition of baseball (Threw it over fence),7,14,1898,Cincinnati,Reds
NY1189807230,07/23/1898,kellj106,Joe Kelley,BLN,P,lynct901,Tom Lynch,-1,Balls and strikes,7,23,1898,Baltimore,Orioles
NY1189807230,07/23/1898,joycb101,Bill Joyce,NY1,M,andre101,Ed Andrews,-1,Call at 1B,7,23,1898,New York,Giants
CHN189807290,07/29/1898,dahlb102,Bill Dahlen,CHN,P,connt901,Tommy Connolly,-1,Call at 3B,7,29,1898,Chicago,Cubs
CL4189807292,07/29/1898,kellj106,Joe Kelley,BLN,P,andre101,Ed Andrews,-1,Call at 1B,7,29,1898,Baltimore,Orioles
CL4189807302,07/30/1898,jennh101,Hughie Jennings,BLN,P,lynct901,Tom Lynch,-1,Foul ball call,7,30,1898,Baltimore,Orioles
CL4189807302,07/30/1898,chilc101,Cupid Childs,CL4,P,andre101,Ed Andrews,-1,Unknown reason,7,30,1898,Cleveland,Spiders
CHN189807310,07/31/1898,selbk101,Kip Selbach,WSN,P,snydp101,Pop Snyder,-1,Balls and strikes,7,31,1898,Washington,Senators
CIN189808042,08/04/1898,gradm101,Mike Grady,NY1,P,gaffj801,John Gaffney,-1,Call at HP,8,4,1898,New York,Giants
WSN189808111,08/11/1898,gradm101,Mike Grady,NY1,P,odayh101,Hank O'Day,-1,Unknown reason,8,11,1898,New York,Giants
NY1189808120,08/12/1898,dahlb102,Bill Dahlen,CHN,P,emslb101,Bob Emslie,-1,Called third strike,8,12,1898,Chicago,Cubs
NY1189808130,08/13/1898,dahlb102,Bill Dahlen,CHN,P,huntj901,John Hunt,-1,Call at 3B,8,13,1898,Chicago,Cubs
NY1189808130,08/13/1898,grifc101,Clark Griffith,CHN,P,huntj901,John Hunt,-1,Call at 3B,8,13,1898,Chicago,Cubs
BLN189808200,08/20/1898,tuckt103,Tommy Tucker,SLN,P,warna901,Al Warner,-1,Bench jockeying,8,20,1898,St. Louis,Cardinals
PHI189808220,08/22/1898,clarf101,Fred Clarke,LS3,M,currw101,Wes Curry,-1,Call at 2B,8,22,1898,Louisville,Colonels
PHI189808220,08/22/1898,dextc101,Charlie Dexter,LS3,P,currw101,Wes Curry,-1,Call at 2B,8,22,1898,Louisville,Colonels
NY1189809060,09/06/1898,lachc101,Candy LaChance,BRO,P,andre101,Ed Andrews,-1,Call at 1B,9,6,1898,Brooklyn,Dodgers
WSN189809080,09/08/1898,killf101,Frank Killen,WSN,P,gaffj801,John Gaffney,-1,Balls and strikes,9,8,1898,Washington,Senators
BLN189809140,09/14/1898,kellj106,Joe Kelley,BLN,P,andre101,Ed Andrews,-1,Call at 1B,9,14,1898,Baltimore,Orioles
WSN189809151,09/15/1898,tebep101,Patsy Tebeau,CL4,M,browt102,Tom Brown,-1,Call at HP,9,15,1898,Cleveland,Spiders
BRO189809191,09/19/1898,greyb101,Bill Gray,PIT,P,huntj901,John Hunt,-1,Call at HP,9,19,1898,Pittsburgh,Pirates
BLN189809200,09/20/1898,mcgrj101,John McGraw,BLN,P,browt102,Tom Brown,-1,Unknown reason,9,20,1898,Baltimore,Orioles
WSN189809200,09/20/1898,everb101,Bill Everitt,CHN,P,andre101,Ed Andrews,-1,Obstruction call (Threw glove),9,20,1898,Chicago,Cubs
PHI189809230,09/23/1898,tebep101,Patsy Tebeau,CL4,M,sware101,Ed Swartwood,-1,Unknown reason,9,23,1898,Cleveland,Spiders
CIN189809260,09/26/1898,vaugf101,Farmer Vaughn,CIN,P,sware101,Ed Swartwood,-1,Bench jockeying,9,26,1898,Cincinnati,Reds
NY1189809261,09/26/1898,warnj103,Jack Warner,NY1,P,connt901,Tommy Connolly,-1,Balls and strikes,9,26,1898,New York,Giants
NY1189809262,09/26/1898,joycb101,Bill Joyce,NY1,M,huntj901,John Hunt,-1,Called third strike,9,26,1898,New York,Giants
BSN189809280,09/28/1898,duffh101,Hugh Duffy,BSN,P,andre101,Ed Andrews,-1,Call at 1B,9,28,1898,Boston,Braves
BLN189809290,09/29/1898,kellj106,Joe Kelley,BLN,P,huntj901,John Hunt,-1,Call at HP,9,29,1898,Baltimore,Orioles
BLN189809290,09/29/1898,mcgrj101,John McGraw,BLN,P,huntj901,John Hunt,-1,Balls and strikes,9,29,1898,Baltimore,Orioles
CL4189809290,09/29/1898,hillb102,Bill Hill,CIN,P,emslb101,Bob Emslie,-1,Balls and strikes,9,29,1898,Cincinnati,Reds
WSN189809290,09/29/1898,warnj103,Jack Warner,NY1,P,connt901,Tommy Connolly,-1,Call at 1B,9,29,1898,New York,Giants
BSN189809300,09/30/1898,lajon101,Nap Lajoie,PHI,P,browt102,Tom Brown,-1,Bench jockeying,9,30,1898,Philadelphia,Phillies
CHN189810042,10/04/1898,dahlb102,Bill Dahlen,CHN,P,odayh101,Hank O'Day,-1,HBP non-call,10,4,1898,Chicago,Cubs
SLN189810050,10/05/1898,stenj101,Jake Stenzel,SLN,P,warna901,Al Warner,-1,Unknown reason,10,5,1898,St. Louis,Cardinals
BRO189810110,10/11/1898,grifm101,Mike Griffin,BRO,M,huntj901,John Hunt,-1,Balk non-call,10,11,1898,Brooklyn,Dodgers
LS3189904190,04/19/1899,grifc101,Clark Griffith,CHN,P,burno101,Oyster Burns,-1,Balk call,4,19,1899,Chicago,Cubs
NY1189904200,04/20/1899,robiw101,Wilbert Robinson,BLN,P,andre101,Ed Andrews,-1,Obstruction call,4,20,1899,Baltimore,Orioles
LS3189904221,04/22/1899,lochh101,Harry Lochhead,CL4,P,odayh101,Hank O'Day,-1,Fighting,4,22,1899,Cleveland,Spiders
LS3189904221,04/22/1899,clarf101,Fred Clarke,LS3,M,odayh101,Hank O'Day,-1,Fighting,4,22,1899,Louisville,Colonels
NY1189904220,04/22/1899,holmd101,Ducky Holmes,BLN,P,andre101,Ed Andrews,-1,Call at 3B,4,22,1899,Baltimore,Orioles
PIT189905020,05/02/1899,bowef102,Frank Bowerman,PIT,P,smitb901,Billy Smith,-1,Interference call,5,2,1899,Pittsburgh,Pirates
PIT189905020,05/02/1899,oconj104,Jack O'Connor,SLN,P,burno101,Oyster Burns,-1,Bench jockeying,5,2,1899,St. Louis,Cardinals
CHN189905080,05/08/1899,crosl101,Lave Cross,CL4,M,burno101,Oyster Burns,-1,HBP call,5,8,1899,Cleveland,Spiders
SLN189905190,05/19/1899,gleak101,Kid Gleason,NY1,P,burno101,Oyster Burns,-1,Balls and strikes,5,19,1899,New York,Giants
CIN189905200,05/20/1899,kellj106,Joe Kelley,BRO,P,sware101,Ed Swartwood,-1,Obscene language,5,20,1899,Brooklyn,Dodgers
CHN189905230,05/23/1899,dougk101,Klondike Douglass,PHI,P,huntj901,John Hunt,-1,Balls and strikes,5,23,1899,Philadelphia,Phillies
CIN189905230,05/23/1899,wilsp102,Parke Wilson,NY1,P,warna901,Al Warner,-1,Call at 2B,5,23,1899,New York,Giants
SLN189905270,05/27/1899,kellj106,Joe Kelley,BRO,P,odayh101,Hank O'Day,-1,Called third strike,5,27,1899,Brooklyn,Dodgers
BSN189905310,05/31/1899,dowdt101,Tommy Dowd,CL4,P,burno101,Oyster Burns,-1,Call at 3B,5,31,1899,Cleveland,Spiders
BSN189905310,05/31/1899,crosl101,Lave Cross,CL4,P,burno101,Oyster Burns,-1,Call at 3B,5,31,1899,Cleveland,Spiders
BSN189905310,05/31/1899,lochh101,Harry Lochhead,CL4,P,burno101,Oyster Burns,-1,Call at 3B,5,31,1899,Cleveland,Spiders
NY1189906020,06/02/1899,hartf101,Fred Hartman,NY1,P,andre101,Ed Andrews,-1,Call at 3B,6,2,1899,New York,Giants
BLN189906050,06/05/1899,mcgrj101,John McGraw,BLN,M,sware101,Ed Swartwood,-1,Balls and strikes,6,5,1899,Baltimore,Orioles
BLN189906050,06/05/1899,grifc101,Clark Griffith,CHN,P,sware101,Ed Swartwood,-1,Balls and strikes,6,5,1899,Chicago,Cubs
WSN189906050,06/05/1899,heide101,Emmet Heidrick,SLN,P,connt901,Tommy Connolly,-1,Obstruction non-call,6,5,1899,St. Louis,Cardinals
PHI189906090,06/09/1899,paddd102,Dick Padden,WSN,P,smitb901,Billy Smith,-1,Unknown reason,6,9,1899,Washington,Senators
NY1189906160,06/16/1899,gleak101,Kid Gleason,NY1,P,burno101,Oyster Burns,-1,Balls and strikes,6,16,1899,New York,Giants
NY1189906160,06/16/1899,warnj103,Jack Warner,NY1,P,burno101,Oyster Burns,-1,Balls and strikes,6,16,1899,New York,Giants
NY1189906160,06/16/1899,wilsp102,Parke Wilson,NY1,P,burno101,Oyster Burns,-1,Letting pitched ball hit umpire,6,16,1899,New York,Giants
PIT189906220,06/22/1899,obrij104,John O'Brien,PIT,P,connt901,Tommy Connolly,-1,Call at 1B,6,22,1899,Pittsburgh,Pirates
PIT189906230,06/23/1899,obrij104,John O'Brien,PIT,P,connt901,Tommy Connolly,-1,Call at 3B,6,23,1899,Pittsburgh,Pirates
LS3189906260,06/26/1899,paddd102,Dick Padden,WSN,P,connt901,Tommy Connolly,-1,Obstruction non-call,6,26,1899,Washington,Senators
CL4189906270,06/27/1899,tuckt103,Tommy Tucker,CL4,P,smitb901,Billy Smith,-1,Call at 2B,6,27,1899,Cleveland,Spiders
PIT189906280,06/28/1899,dahlb102,Bill Dahlen,BRO,P,odayh101,Hank O'Day,-1,Balls and strikes,6,28,1899,Brooklyn,Dodgers
PIT189907010,07/01/1899,keelw101,Willie Keeler,BRO,P,mcgac101,Chippy McGarr,-1,Call at 1B,7,1,1899,Brooklyn,Dodgers
BLN189907041,07/04/1899,mcgrj101,John McGraw,BLN,M,mcdoj105,Jim McDonald,-1,Call at HP,7,4,1899,Baltimore,Orioles
PHI189907041,07/04/1899,dahlb102,Bill Dahlen,BRO,P,smitb901,Billy Smith,-1,Unknown reason,7,4,1899,Brooklyn,Dodgers
BRO189907120,07/12/1899,crigl101,Lou Criger,SLN,P,emslb101,Bob Emslie,-1,Balls and strikes,7,12,1899,St. Louis,Cardinals
PHI189907140,07/14/1899,milld105,Dusty Miller,CIN,P,latha101,Arlie Latham,-1,Call at 3B,7,14,1899,Cincinnati,Reds
PHI189907140,07/14/1899,coold101,Duff Cooley,PHI,P,latha101,Arlie Latham,-1,HBP non-call,7,14,1899,Philadelphia,Phillies
BLN189907180,07/18/1899,mcgrj101,John McGraw,BLN,M,lynct901,Tom Lynch,-1,Fighting,7,18,1899,Baltimore,Orioles
BLN189907180,07/18/1899,corct101,Tommy Corcoran,CIN,P,lynct901,Tom Lynch,-1,Fighting,7,18,1899,Cincinnati,Reds
BLN189907272,07/27/1899,mcgrj101,John McGraw,BLN,M,snydp101,Pop Snyder,-1,Call at 3B,7,27,1899,Baltimore,Orioles
LS3189907310,07/31/1899,doylj103,Jack Doyle,NY1,P,smitb901,Billy Smith,-1,Unknown reason,7,31,1899,New York,Giants
CHN189908040,08/04/1899,chilc101,Cupid Childs,SLN,P,smitb901,Billy Smith,-1,Call at 2B,8,4,1899,St. Louis,Cardinals
CHN189908040,08/04/1899,tebep101,Patsy Tebeau,SLN,M,smitb901,Billy Smith,-1,Call at 2B,8,4,1899,St. Louis,Cardinals
BLN189908100,08/10/1899,burkj101,Jesse Burkett,SLN,P,huntj901,John Hunt,-1,Unknown reason,8,10,1899,St. Louis,Cardinals
BSN189908171,08/17/1899,hamib101,Billy Hamilton,BSN,P,latha101,Arlie Latham,-1,Unknown reason,8,17,1899,Boston,Braves
BLN189908181,08/18/1899,donat101,Tim Donahue,CHN,P,manna901,Al Mannassau,-1,Call at HP (Threw dirt),8,18,1899,Chicago,Cubs
BLN189908182,08/18/1899,everb101,Bill Everitt,CHN,P,manna901,Al Mannassau,-1,Unknown reason,8,18,1899,Chicago,Cubs
BLN189908190,08/19/1899,mcgad102,Dan McGann,WSN,P,manna901,Al Mannassau,-1,Balls and strikes,8,19,1899,Washington,Senators
BLN189908190,08/19/1899,paddd102,Dick Padden,WSN,P,manna901,Al Mannassau,-1,Balls and strikes,8,19,1899,Washington,Senators
LS3189908260,08/26/1899,mcgrj101,John McGraw,BLN,M,huntj901,John Hunt,-1,Call at 3B,8,26,1899,Baltimore,Orioles
CHN189908270,08/27/1899,grifc101,Clark Griffith,CHN,P,connt901,Tommy Connolly,-1,Call at 2B,8,27,1899,Chicago,Cubs
LS3189908272,08/27/1899,smita105,Aleck Smith,BLN,P,odayh101,Hank O'Day,-1,Unknown reason,8,27,1899,Baltimore,Orioles
LS3189908272,08/27/1899,clarf101,Fred Clarke,LS3,M,odayh101,Hank O'Day,-1,Unknown reason,8,27,1899,Louisville,Colonels
SLN189908280,08/28/1899,freeb102,Buck Freeman,WSN,P,manna901,Al Mannassau,-1,Call at HP,8,28,1899,Washington,Senators
CIN189908290,08/29/1899,shecj101,Jimmy Sheckard,BLN,P,huntj901,John Hunt,-1,Obstruction non-call,8,29,1899,Baltimore,Orioles
CIN189908290,08/29/1899,peith101,Heinie Peitz,CIN,P,sware101,Ed Swartwood,-1,Balls and strikes,8,29,1899,Cincinnati,Reds
BSN189909040,09/04/1899,smita105,Aleck Smith,BLN,P,mcgac101,Chippy McGarr,-1,Call at 2B,9,4,1899,Baltimore,Orioles
SLN189909041,09/04/1899,clinb101,Billy Clingman,LS3,P,Unknown umpire,Unknown,-1,Unknown reason,9,4,1899,Louisville,Colonels
WSN189909070,09/07/1899,mcgad102,Dan McGann,WSN,P,huntj901,John Hunt,-1,Call at 1B (Reversed),9,7,1899,Washington,Senators
SLN189909090,09/09/1899,burkj101,Jesse Burkett,SLN,P,latha101,Arlie Latham,-1,Balls and strikes,9,9,1899,St. Louis,Cardinals
WSN189909122,09/12/1899,freeb102,Buck Freeman,WSN,P,latha101,Arlie Latham,-1,Call at 3B,9,12,1899,Washington,Senators
WSN189909122,09/12/1899,mcgad102,Dan McGann,WSN,P,latha101,Arlie Latham,-1,Call at 3B,9,12,1899,Washington,Senators
BLN189909140,09/14/1899,cunnb103,Bert Cunningham,LS3,P,bettw901,William Betts,-1,Doctored ball,9,14,1899,Louisville,Colonels
PHI189909150,09/15/1899,clarf101,Fred Clarke,LS3,M,mcgac101,Chippy McGarr,-1,Bench jockeying,9,15,1899,Louisville,Colonels
BSN189909222,09/22/1899,magog101,George Magoon,CHN,P,odayh101,Hank O'Day,-1,Call at HP,9,22,1899,Chicago,Cubs
BSN189909300,09/30/1899,mageb101,Bill Magee,WSN,P,sware101,Ed Swartwood,-1,Balls and strikes,9,30,1899,Washington,Senators
BSN189910030,10/03/1899,doylj103,Jack Doyle,NY1,P,huntj901,John Hunt,-1,Call at 1B,10,3,1899,New York,Giants
BLN189910040,10/04/1899,delae101,Ed Delahanty,PHI,P,manna901,Al Mannassau,-1,Arguing infield fly,10,4,1899,Philadelphia,Phillies
WSN189910092,10/09/1899,mercw101,Win Mercer,WSN,P,manna901,Al Mannassau,-1,Call at 3B,10,9,1899,Washington,Senators
BLN189910100,10/10/1899,lachc101,Candy LaChance,BLN,P,latha101,Arlie Latham,-1,Call at 1B,10,10,1899,Baltimore,Orioles
BLN189910100,10/10/1899,smita105,Aleck Smith,BLN,P,latha101,Arlie Latham,-1,Call at 1B,10,10,1899,Baltimore,Orioles
BLN189910100,10/10/1899,mageb101,Bill Magee,WSN,P,latha101,Arlie Latham,-1,Call at 2B,10,10,1899,Washington,Senators
BRO189910141,10/14/1899,shecj101,Jimmy Sheckard,BLN,P,huntj901,John Hunt,-1,Call at 2B,10,14,1899,Baltimore,Orioles
CIN190004220,04/22/1900,everb101,Bill Everitt,CHN,P,odayh101,Hank O'Day,-1,Balls and strikes,4,22,1900,Chicago,Cubs
NY1190004270,04/27/1900,gradm101,Mike Grady,NY1,P,connt901,Tommy Connolly,-1,Balls and strikes,4,27,1900,New York,Giants
