gameid,date,ejectee,ejecteename,team,job,umpire,umpirename,inning,reason,month,day,year,city,nickname
SLN191706100,06/10/1917,smitj106,Jack Smith,SLN,P,quige901,Ernie Quigley,3,Call at 2B,6,10,1917,St. Louis,Cardinals
CHN191706120,06/12/1917,mitcf101,Fred Mitchell,CHN,M,klemb901,Bill Klem,3,Call at HP,6,12,1917,Chicago,Cubs
CHN191706120,06/12/1917,wortc101,Chuck Wortman,CHN,P,klemb901,Bill Klem,3,Call at HP,6,12,1917,Chicago,Cubs
CHN191706120,06/12/1917,doyll101,Larry Doyle,CHN,P,klemb901,Bill Klem,6,Runner placement,6,12,1917,Chicago,Cubs
SLN191706120,06/12/1917,smitj106,Jack Smith,SLN,P,byrol901,Lord Byron,7,Balls and strikes,6,12,1917,St. Louis,Cardinals
WS1191706120,06/12/1917,granj104,Jack Graney,CLE,P,owenb901,Brick Owens,9,Called third strike,6,12,1917,Cleveland,Indians
WS1191706150,06/15/1917,grifc101,Clark Griffith,WS1,M,owenb901,Brick Owens,7,Call at 3B,6,15,1917,Washington,Senators
BOS191706160,06/16/1917,maysc101,Carl Mays,BOS,P,connt901,Tommy Connolly,2,Bench Jockeying,6,16,1917,Boston,Red Sox
CHN191706170,06/17/1917,doyll101,Larry Doyle,CHN,P,odayh101,Hank O'Day,7,Call at 3B (Coach's interference; reversed),6,17,1917,Chicago,Cubs
CHN191706170,06/17/1917,mitcf101,Fred Mitchell,CHN,M,odayh101,Hank O'Day,7,Call at 3B (Coach's interference; reversed),6,17,1917,Chicago,Cubs
CHN191706170,06/17/1917,smitr108,Red Smith,BSN,P,odayh101,Hank O'Day,8,Condition of baseball,6,17,1917,Boston,Braves
CHN191706170,06/17/1917,hught107,Tom Hughes,BSN,P,odayh101,Hank O'Day,8,Condition of baseball,6,17,1917,Boston,Braves
CHN191706170,06/17/1917,archj102,Jimmy Archer,CHN,P,harrp901,Pete Harrison,8,Bench jockeying,6,17,1917,Chicago,Cubs
CHN191706170,06/17/1917,wolth101,Harry Wolter,CHN,P,harrp901,Pete Harrison,8,Bench jockeying,6,17,1917,Chicago,Cubs
NYA191706180,06/18/1917,nunal101,Les Nunamaker,NYA,P,nalld901,Dick Nallin,-1,Bench jockeying,6,18,1917,New York,Yankees
NYA191706201,06/20/1917,agnes101,Sam Agnew,BOS,P,dinnb101,Bill Dinneen,8,Fair/foul call,6,20,1917,Boston,Red Sox
DET191706210,06/21/1917,seveh101,Hank Severeid,SLA,P,evanb901,Billy Evans,8,Balls and strikes,6,21,1917,St.Louis,Browns
DET191706210,06/21/1917,sotha101,Allen Sothoron,SLA,P,evanb901,Billy Evans,8,Balls and strikes,6,21,1917,St.Louis,Browns
SLN191706210,06/21/1917,huggm101,Miller Huggins,SLN,M,byrol901,Lord Byron,7,Balls and strikes,6,21,1917,St. Louis,Cardinals
SLN191706210,06/21/1917,betzb101,Bruno Betzel,SLN,P,byrol901,Lord Byron,8,Balls and strikes,6,21,1917,St. Louis,Cardinals
WS1191706210,06/21/1917,mcbrg101,George McBride,WS1,P,olous901,Silk O'Loughlin,-1,Call at HP,6,21,1917,Washington,Senators
BOS191706231,06/23/1917,ruthb101,Babe Ruth,BOS,P,owenb901,Brick Owens,1,Balls and strikes (Struck umpire),6,23,1917,Boston,Red Sox
BOS191706231,06/23/1917,thomp101,Pinch Thomas,BOS,P,owenb901,Brick Owens,1,Balls and strikes,6,23,1917,Boston,Red Sox
PIT191706232,06/23/1917,calln101,Nixey Callahan,PIT,M,harrp901,Pete Harrison,9,Balk non-call,6,23,1917,Pittsburgh,Pirates
BRO191706252,06/25/1917,stenc101,Casey Stengel,BRO,P,riglc901,Cy Rigler,1,Check swing,6,25,1917,Brooklyn,Dodgers
BRO191706252,06/25/1917,smitr108,Red Smith,BSN,P,ortha101,Al Orth,6,Bench jockeying,6,25,1917,Boston,Braves
NYA191706260,06/26/1917,bushj102,Bullet Joe Bush,PHA,P,olous901,Silk O'Loughlin,3,Bench jockeying,6,26,1917,Philadelphia,Athletics
BRO191706270,06/27/1917,everj102,Johnny Evers,BSN,P,riglc901,Cy Rigler,8,Bench jockeying,6,27,1917,Boston,Braves
BRO191706270,06/27/1917,smitr108,Red Smith,BSN,P,riglc901,Cy Rigler,8,Bench jockeying,6,27,1917,Boston,Braves
BRO191706270,06/27/1917,stalg101,George Stallings,BSN,M,riglc901,Cy Rigler,8,Bench jockeying,6,27,1917,Boston,Braves
BRO191706270,06/27/1917,tylel101,Lefty Tyler,BSN,P,riglc901,Cy Rigler,8,Bench jockeying,6,27,1917,Boston,Braves
PIT191706280,06/28/1917,tonef101,Fred Toney,CIN,P,byrol901,Lord Byron,5,Balls and strikes,6,28,1917,Cincinnati,Reds
NY1191706292,06/29/1917,mages101,Sherry Magee,BSN,P,ortha101,Al Orth,1,Balls and strikes,6,29,1917,Boston,Braves
NY1191706300,06/30/1917,tragw101,Walt Tragesser,BSN,P,riglc901,Cy Rigler,7,Call at HP,6,30,1917,Boston,Braves
NY1191706300,06/30/1917,zimmh101,Heinie Zimmerman,NY1,P,riglc901,Cy Rigler,7,Balls and strikes,6,30,1917,New York,Giants
CHN191707042,07/04/1917,mitcf101,Fred Mitchell,CHN,M,quige901,Ernie Quigley,5,Unknown reason,7,4,1917,Chicago,Cubs
NYA191707042,07/04/1917,donob101,Bill Donovan,NYA,M,dinnb101,Bill Dinneen,4,Call at HP,7,4,1917,New York,Yankees
NYA191707042,07/04/1917,fishr101,Ray Fisher,NYA,P,dinnb101,Bill Dinneen,4,Call at HP,7,4,1917,New York,Yankees
PIT191707041,07/04/1917,baird101,Doug Baird,SLN,P,harrp901,Pete Harrison,3,Call at 3B,7,4,1917,St. Louis,Cardinals
SLA191707042,07/04/1917,sloat101,Tod Sloan,SLA,P,connt901,Tommy Connolly,7,Balls and strikes,7,4,1917,St.Louis,Browns
PHI191707050,07/05/1917,bancd101,Dave Bancroft,PHI,P,brank101,Kitty Bransfield,9,Call at 3B,7,5,1917,Philadelphia,Phillies
BRO191707070,07/07/1917,mannl101,Les Mann,CHN,P,odayh101,Hank O'Day,5,Balls and strikes,7,7,1917,Chicago,Cubs
CLE191707080,07/08/1917,agnes101,Sam Agnew,BOS,P,dinnb101,Bill Dinneen,3,Called third strike,7,8,1917,Boston,Red Sox
SLA191707090,07/09/1917,shawb102,Bob Shawkey,NYA,P,morig101,George Moriarty,5,Interference non-call,7,9,1917,New York,Yankees
SLA191707100,07/10/1917,lavad101,Doc Lavan,SLA,P,nalld901,Dick Nallin,11,Call at 2B,7,10,1917,St.Louis,Browns
SLA191707100,07/10/1917,jonef102,Fielder Jones,SLA,M,nalld901,Dick Nallin,11,Call at 2B,7,10,1917,St.Louis,Browns
PHI191707131,07/13/1917,bancd101,Dave Bancroft,PHI,P,riglc901,Cy Rigler,3,Called third strike (Threw bat),7,13,1917,Philadelphia,Phillies
BRO191707141,07/14/1917,fiscw101,William Fischer,PIT,P,klemb901,Bill Klem,4,Called third strike,7,14,1917,Pittsburgh,Pirates
CLE191707142,07/14/1917,leonj101,Joe Leonard,WS1,P,mccob104,Barry McCormick,-1,Balls and strikes,7,14,1917,Washington,Senators
CLE191707170,07/17/1917,araga101,Angel Aragon,NYA,P,morig101,George Moriarty,7,Bench jockeying,7,17,1917,New York,Yankees
NY1191707180,07/18/1917,zimmh101,Heinie Zimmerman,NY1,P,byrol901,Lord Byron,8,Call at HP,7,18,1917,New York,Giants
DET191707190,07/19/1917,nunal101,Les Nunamaker,NYA,P,mccob104,Barry McCormick,5,Balls and strikes,7,19,1917,New York,Yankees
CLE191707200,07/20/1917,fohll101,Lee Fohl,CLE,M,connt901,Tommy Connolly,-1,Call at 3B (Appeal),7,20,1917,Cleveland,Indians
DET191707211,07/21/1917,peckr101,Roger Peckinpaugh,NYA,P,mccob104,Barry McCormick,3,Call at 2B (Threw glove),7,21,1917,New York,Yankees
PHI191707211,07/21/1917,everj102,Johnny Evers,PHI,P,harrp901,Pete Harrison,9,Balls and strikes,7,21,1917,Philadelphia,Phillies
BSN191707240,07/24/1917,doyll101,Larry Doyle,CHN,P,klemb901,Bill Klem,5,Interference non-call,7,24,1917,Chicago,Cubs
BOS191707261,07/26/1917,thomp101,Pinch Thomas,BOS,P,dinnb101,Bill Dinneen,2,Ejection non-call,7,26,1917,Boston,Red Sox
BOS191707261,07/26/1917,sloat101,Tod Sloan,SLA,P,dinnb101,Bill Dinneen,3,Called third strike,7,26,1917,St.Louis,Browns
CHN191707311,07/31/1917,marar101,Rabbit Maranville,BSN,P,brank101,Kitty Bransfield,5,Call at 3B,7,31,1917,Boston,Braves
PIT191707312,07/31/1917,zimmh101,Heinie Zimmerman,NY1,P,klemb901,Bill Klem,7,Arguing foul ball call,7,31,1917,New York,Giants
SLN191708010,08/01/1917,huggm101,Miller Huggins,SLN,M,quige901,Ernie Quigley,3,Bench jockeying,8,1,1917,St. Louis,Cardinals
SLN191708010,08/01/1917,morap101,Pat Moran,PHI,M,byrol901,Lord Byron,3,Call at 1B,8,1,1917,Philadelphia,Phillies
BOS191708030,08/03/1917,woodj108,Smoky Joe Wood,CLE,P,evanb901,Billy Evans,3,Call at HP,8,3,1917,Cleveland,Indians
BOS191708030,08/03/1917,walkt101,Tillie Walker,BOS,P,evanb901,Billy Evans,6,Called third strike,8,3,1917,Boston,Red Sox
NYA191708030,08/03/1917,donob101,Bill Donovan,NYA,M,dinnb101,Bill Dinneen,6,Balls and strikes,8,3,1917,New York,Yankees
NYA191708030,08/03/1917,nunal101,Les Nunamaker,NYA,P,dinnb101,Bill Dinneen,6,Called third strike,8,3,1917,New York,Yankees
NYA191708030,08/03/1917,shawb102,Bob Shawkey,NYA,P,dinnb101,Bill Dinneen,6,Bench jockeying,8,3,1917,New York,Yankees
BOS191708040,08/04/1917,billj103,Josh Billings,CLE,P,morig101,George Moriarty,5,Bench jockeying,8,4,1917,Cleveland,Indians
CIN191708040,08/04/1917,zimmh101,Heinie Zimmerman,NY1,P,byrol901,Lord Byron,4,Call at 3B,8,4,1917,New York,Giants
NYA191708040,08/04/1917,baump101,Paddy Baumann,NYA,P,olous901,Silk O'Loughlin,6,Balls and strikes,8,4,1917,New York,Yankees
NYA191708040,08/04/1917,caldr101,Ray Caldwell,NYA,P,olous901,Silk O'Loughlin,6,Balls and strikes,8,4,1917,New York,Yankees
WS1191708070,08/07/1917,harph101,Harry Harper,WS1,P,owenb901,Brick Owens,7,Bench jockeying,8,7,1917,Washington,Senators
PIT191708090,08/09/1917,everj102,Johnny Evers,PHI,P,riglc901,Cy Rigler,7,Balls and strikes,8,9,1917,Philadelphia,Phillies
WS1191708090,08/09/1917,ainse101,Eddie Ainsmith,WS1,P,owenb901,Brick Owens,9,Balls and strikes (Flipped bat),8,9,1917,Washington,Senators
CIN191708100,08/10/1917,kellj102,Joe Kelly,BSN,P,emslb101,Bob Emslie,2,Call at 1B,8,10,1917,Boston,Braves
CHN191708110,08/11/1917,mitcf101,Fred Mitchell,CHN,M,quige901,Ernie Quigley,8,Balls and strikes,8,11,1917,Chicago,Cubs
NY1191708142,08/14/1917,stenc101,Casey Stengel,BRO,P,harrp901,Pete Harrison,6,Fighting,8,14,1917,Brooklyn,Dodgers
NY1191708142,08/14/1917,fleta101,Art Fletcher,NY1,P,harrp901,Pete Harrison,6,Fighting,8,14,1917,New York,Giants
PHI191708171,08/17/1917,paskd101,Dode Paskert,PHI,P,riglc901,Cy Rigler,5,Called third strike,8,17,1917,Philadelphia,Phillies
CLE191708181,08/18/1917,leond102,Dutch Leonard,BOS,P,owenb901,Brick Owens,9,Balls and strikes,8,18,1917,Boston,Red Sox
CLE191708181,08/18/1917,hobld101,Dick Hoblitzell,BOS,P,owenb901,Brick Owens,9,Balls and strikes,8,18,1917,Boston,Red Sox
CLE191708181,08/18/1917,barrj104,Jack Barry,BOS,M,owenb901,Brick Owens,9,Balls and strikes,8,18,1917,Boston,Red Sox
PHI191708180,08/18/1917,boect101,Tony Boeckel,PIT,P,riglc901,Cy Rigler,1,Called third strike,8,18,1917,Pittsburgh,Pirates
PHI191708180,08/18/1917,bezdh801,Hugo Bezdek,PIT,M,riglc901,Cy Rigler,10,Balls and strikes,8,18,1917,Pittsburgh,Pirates
PHI191708200,08/20/1917,everj102,Johnny Evers,PHI,P,byrol901,Lord Byron,7,Balls and strikes,8,20,1917,Philadelphia,Phillies
PHI191708220,08/22/1917,dealc102,Charlie Deal,CHN,P,byrol901,Lord Byron,5,Call at 3B,8,22,1917,Chicago,Cubs
BRO191708230,08/23/1917,milld102,Dots Miller,SLN,P,odayh101,Hank O'Day,8,Call at HP,8,23,1917,St. Louis,Cardinals
CHA191708270,08/27/1917,shawb102,Bob Shawkey,NYA,P,olous901,Silk O'Loughlin,8,Balls and strikes,8,27,1917,New York,Yankees
NY1191708290,08/29/1917,wardc102,Chuck Ward,PIT,P,byrol901,Lord Byron,8,Call at 2B,8,29,1917,Pittsburgh,Pirates
PHI191708290,08/29/1917,baird101,Doug Baird,SLN,P,odayh101,Hank O'Day,6,Balls and strikes,8,29,1917,St. Louis,Cardinals
PHI191708290,08/29/1917,meadl101,Lee Meadows,SLN,P,odayh101,Hank O'Day,6,Balls and strikes,8,29,1917,St. Louis,Cardinals
BRO191708311,08/31/1917,olsoi101,Ivy Olson,BRO,P,klemb901,Bill Klem,5,Balls and strikes,8,31,1917,Brooklyn,Dodgers
SLN191709022,09/02/1917,zeidr101,Rollie Zeider,CHN,P,quige901,Ernie Quigley,7,Balls and strikes,9,2,1917,Chicago,Cubs
SLN191709031,09/03/1917,mitcf101,Fred Mitchell,CHN,M,byrol901,Lord Byron,8,HBP non-call,9,3,1917,Chicago,Cubs
WS1191709071,09/07/1917,caldr101,Ray Caldwell,NYA,P,morig101,George Moriarty,9,Balls and strikes,9,7,1917,New York,Yankees
BSN191709082,09/08/1917,rudod101,Dick Rudolph,BSN,P,brank101,Kitty Bransfield,8,Call at 1B,9,8,1917,Boston,Braves
CHA191709080,09/08/1917,rothb102,Braggo Roth,CLE,P,evanb901,Billy Evans,6,Condition of baseball,9,8,1917,Cleveland,Indians
CHA191709090,09/09/1917,turnt105,Terry Turner,CLE,P,owenb901,Brick Owens,9,Interference call (Pushed umpire),9,9,1917,Cleveland,Indians
BSN191709101,09/10/1917,everj102,Johnny Evers,PHI,P,riglc901,Cy Rigler,6,Balls and strikes,9,10,1917,Philadelphia,Phillies
NY1191709101,09/10/1917,millo103,Otto Miller,BRO,P,klemb901,Bill Klem,5,HBP call,9,10,1917,Brooklyn,Dodgers
SLN191709112,09/11/1917,pitlj101,Jake Pitler,PIT,P,harrp901,Pete Harrison,6,Catch/trap call,9,11,1917,Pittsburgh,Pirates
SLN191709112,09/11/1917,carem101,Max Carey,PIT,P,harrp901,Pete Harrison,7,Call at 2B,9,11,1917,Pittsburgh,Pirates
SLN191709112,09/11/1917,bezdh801,Hugo Bezdek,PIT,M,harrp901,Pete Harrison,7,Call at 2B,9,11,1917,Pittsburgh,Pirates
DET191709122,09/12/1917,bushd102,Donie Bush,DET,P,owenb901,Brick Owens,10,Call at 2B,9,12,1917,Detroit,Tigers
NYA191709130,09/13/1917,ruthb101,Babe Ruth,BOS,P,morig101,George Moriarty,4,Bench jockeying,9,13,1917,Boston,Red Sox
CIN191709150,09/15/1917,jacoe101,Elmer Jacobs,PIT,P,byrol901,Lord Byron,4,Balls and strikes,9,15,1917,Pittsburgh,Pirates
CIN191709150,09/15/1917,nealg101,Greasy Neale,CIN,P,quige901,Ernie Quigley,4,Call at 3B,9,15,1917,Cincinnati,Reds
PIT191709182,09/18/1917,meyec101,Chief Meyers,BSN,P,klemb901,Bill Klem,5,Fighting,9,18,1917,Boston,Braves
PIT191709182,09/18/1917,kingl103,Lee King,PIT,P,klemb901,Bill Klem,5,Fighting,9,18,1917,Pittsburgh,Pirates
PIT191709182,09/18/1917,jacoe101,Elmer Jacobs,PIT,P,klemb901,Bill Klem,5,Fighting,9,18,1917,Pittsburgh,Pirates
PIT191709210,09/21/1917,bezdh801,Hugo Bezdek,PIT,M,klemb901,Bill Klem,2,Balls and strikes,9,21,1917,Pittsburgh,Pirates
BOS191709280,09/28/1917,jonef102,Fielder Jones,SLA,M,nalld901,Dick Nallin,1,Balls and strikes,9,28,1917,St.Louis,Browns
CIN191804220,04/22/1918,schnp101,Pete Schneider,CIN,P,harrp901,Pete Harrison,7,Balls and strikes,4,22,1918,Cincinnati,Reds
CIN191804220,04/22/1918,wingi101,Ivey Wingo,CIN,P,harrp901,Pete Harrison,7,Balls and strikes,4,22,1918,Cincinnati,Reds
BRO191804240,04/24/1918,mccal102,Lew McCarty,NY1,P,klemb901,Bill Klem,1,Call at HP,4,24,1918,New York,Giants
BSN191804270,04/27/1918,smitr108,Red Smith,BSN,P,morac102,Charlie Moran,6,Balls and strikes,4,27,1918,Boston,Braves
CHN191804270,04/27/1918,cruiw101,Walton Cruise,SLN,P,odayh101,Hank O'Day,4,Called third strike,4,27,1918,St. Louis,Cardinals
BOS191805010,05/01/1918,mcbrg101,George McBride,WS1,P,nalld901,Dick Nallin,4,Balk non-call,5,1,1918,Washington,Senators
DET191805020,05/02/1918,younr103,Ralph Young,DET,P,morig101,George Moriarty,7,Called third strike,5,2,1918,Detroit,Tigers
BSN191805030,05/03/1918,kellj102,Joe Kelly,BSN,P,morac102,Charlie Moran,4,Call at HP,5,3,1918,Boston,Braves
PIT191805040,05/04/1918,stenc101,Casey Stengel,PIT,P,harrp901,Pete Harrison,5,Fair/foul call,5,4,1918,Pittsburgh,Pirates
PIT191805040,05/04/1918,cutsg101,George Cutshaw,PIT,P,harrp901,Pete Harrison,5,Fair/foul call,5,4,1918,Pittsburgh,Pirates
NY1191805070,05/07/1918,zimmh101,Heinie Zimmerman,NY1,P,riglc901,Cy Rigler,4,Called third strike,5,7,1918,New York,Giants
SLN191805130,05/13/1918,gonzm101,Mike Gonzalez,SLN,P,byrol901,Lord Byron,10,Called third strike,5,13,1918,St. Louis,Cardinals
NYA191805150,05/15/1918,Doc Woods,Doc Woods,NYA,T,evanb901,Billy Evans,9,[Trainer] Bench jockeying,5,15,1918,New York,Yankees
NYA191805160,05/16/1918,pippw101,Wally Pipp,NYA,P,nalld901,Dick Nallin,5,Called third strike,5,16,1918,New York,Yankees
WS1191805160,05/16/1918,murpe102,Eddie Murphy,CHA,P,hildg101,George Hildebrand,8,Call at 1B,5,16,1918,Chicago,White Sox
SLN191805190,05/19/1918,smitr108,Red Smith,BSN,P,riglc901,Cy Rigler,3,Fair/foul call,5,19,1918,Boston,Braves
SLN191805200,05/20/1918,snydf101,Frank Snyder,SLN,P,quige901,Ernie Quigley,8,Call at HP,5,20,1918,St. Louis,Cardinals
CIN191805210,05/21/1918,mages101,Sherry Magee,CIN,P,morac102,Charlie Moran,5,Call at HP,5,21,1918,Cincinnati,Reds
CHN191805220,05/22/1918,merkf101,Fred Merkle,CHN,P,byrol901,Lord Byron,4,Call at 1B (Threw hat),5,22,1918,Chicago,Cubs
PIT191805280,05/28/1918,bezdh801,Hugo Bezdek,PIT,M,odayh101,Hank O'Day,4,HBP non-call,5,28,1918,Pittsburgh,Pirates
PIT191805280,05/28/1918,mckeb101,Bill McKechnie,PIT,P,odayh101,Hank O'Day,4,HBP non-call,5,28,1918,Pittsburgh,Pirates
CHN191805301,05/30/1918,zeidr101,Rollie Zeider,CHN,P,morac102,Charlie Moran,9,Call at 1B,5,30,1918,Chicago,Cubs
CHN191805302,05/30/1918,nealg101,Greasy Neale,CIN,P,riglc901,Cy Rigler,6,Fighting,5,30,1918,Cincinnati,Reds
SLA191806020,06/02/1918,jonef102,Fielder Jones,SLA,M,olous901,Silk O'Loughlin,6,Fair/foul call,6,2,1918,St.Louis,Browns
NY1191806030,06/03/1918,stenc101,Casey Stengel,PIT,P,harrp901,Pete Harrison,1,Call at 1B,6,3,1918,Pittsburgh,Pirates
BRO191806040,06/04/1918,robiw101,Wilbert Robinson,BRO,M,riglc901,Cy Rigler,13,Fair/foul call,6,4,1918,Brooklyn,Dodgers
BRO191806040,06/04/1918,johnj107,Jimmy Johnston,BRO,P,riglc901,Cy Rigler,13,Fair/foul call,6,4,1918,Brooklyn,Dodgers
BRO191806040,06/04/1918,omaro101,Ollie O'Mara,BRO,P,riglc901,Cy Rigler,13,Fair/foul call,6,4,1918,Brooklyn,Dodgers
NY1191806081,06/08/1918,smitj106,Jack Smith,SLN,P,odayh101,Hank O'Day,1,Call at 2B,6,8,1918,St. Louis,Cardinals
NY1191806082,06/08/1918,mcgrj101,John McGraw,NY1,M,byrol901,Lord Byron,11,Catch/No catch call,6,8,1918,New York,Giants
CLE191806090,06/09/1918,chapr101,Ray Chapman,CLE,P,owenb901,Brick Owens,8,Call at 1B,6,9,1918,Cleveland,Indians
CLE191806090,06/09/1918,coumf101,Fritz Coumbe,CLE,P,owenb901,Brick Owens,8,Call at 1B,6,9,1918,Cleveland,Indians
SLA191806090,06/09/1918,loves101,Slim Love,NYA,P,morig101,George Moriarty,4,Balls and strikes (Threw glove),6,9,1918,New York,Yankees
CHA191806160,06/16/1918,rowlp801,Pants Rowland,CHA,M,olous901,Silk O'Loughlin,5,Removal of ball from play,6,16,1918,Chicago,White Sox
PHI191806180,06/18/1918,burne101,Ed Burns,PHI,P,byrol901,Lord Byron,6,Balls and strikes,6,18,1918,Philadelphia,Phillies
PHI191806180,06/18/1918,morap101,Pat Moran,PHI,M,byrol901,Lord Byron,6,Balls and strikes,6,18,1918,Philadelphia,Phillies
CHA191806200,06/20/1918,gandc101,Chick Gandil,CHA,P,evanb901,Billy Evans,8,Call at 1B,6,20,1918,Chicago,White Sox
PHI191806201,06/20/1918,herzb101,Buck Herzog,BSN,P,byrol901,Lord Byron,9,Called third strike,6,20,1918,Boston,Braves
CHN191806230,06/23/1918,flacm101,Max Flack,CHN,P,morac102,Charlie Moran,6,Call at 2B,6,23,1918,Chicago,Cubs
CHN191806230,06/23/1918,mitcf101,Fred Mitchell,CHN,M,morac102,Charlie Moran,6,Call at 2B,6,23,1918,Chicago,Cubs
DET191806232,06/23/1918,daved101,Dave Davenport,SLA,P,connt901,Tommy Connolly,7,Balls and strikes,6,23,1918,St.Louis,Browns
CIN191806240,06/24/1918,mollf101,Fritz Mollwitz,PIT,P,klemb901,Bill Klem,4,Call at 1B,6,24,1918,Pittsburgh,Pirates
DET191806260,06/26/1918,donob101,Bill Donovan,DET,P,nalld901,Dick Nallin,8,Balls and strikes,6,26,1918,Detroit,Tigers
DET191806260,06/26/1918,jennh101,Hughie Jennings,DET,M,nalld901,Dick Nallin,8,Balls and strikes,6,26,1918,Detroit,Tigers
DET191806260,06/26/1918,bushd102,Donie Bush,DET,P,nalld901,Dick Nallin,8,Balls and strikes,6,26,1918,Detroit,Tigers
BSN191806270,06/27/1918,zimmh101,Heinie Zimmerman,NY1,P,byrol901,Lord Byron,2,Call at 1B,6,27,1918,New York,Giants
CHA191806281,06/28/1918,rowlp801,Pants Rowland,CHA,M,evanb901,Billy Evans,10,Call at 3B (Appeal play),6,28,1918,Chicago,White Sox
SLN191806280,06/28/1918,mckeb101,Bill McKechnie,PIT,P,morac102,Charlie Moran,4,Arguing game should be called for darkness,6,28,1918,Pittsburgh,Pirates
SLN191806280,06/28/1918,hendj101,Jack Hendricks,SLN,M,morac102,Charlie Moran,4,Arguing game should not be stopped,6,28,1918,St. Louis,Cardinals
CLE191806290,06/29/1918,thomp101,Pinch Thomas,CLE,P,connt901,Tommy Connolly,8,Balls and strikes,6,29,1918,Cleveland,Indians
SLN191806292,06/29/1918,hendj101,Jack Hendricks,SLN,M,morac102,Charlie Moran,8,Balls and strikes,6,29,1918,St. Louis,Cardinals
NY1191807032,07/03/1918,fleta101,Art Fletcher,NY1,P,byrol901,Lord Byron,1,Call at 3B,7,3,1918,New York,Giants
PIT191807030,07/03/1918,blacl101,Lena Blackburne,CIN,P,morac102,Charlie Moran,6,Call at 3B,7,3,1918,Cincinnati,Reds
CHA191807041,07/04/1918,heilh101,Harry Heilmann,DET,P,evanb901,Billy Evans,-1,Call at 1B,7,4,1918,Detroit,Tigers
PIT191807041,07/04/1918,mollf101,Fritz Mollwitz,PIT,P,riglc901,Cy Rigler,2,Fair/foul call,7,4,1918,Pittsburgh,Pirates
PIT191807041,07/04/1918,bezdh801,Hugo Bezdek,PIT,M,riglc901,Cy Rigler,2,Fair/foul call,7,4,1918,Pittsburgh,Pirates
NYA191807062,07/06/1918,weavb101,Buck Weaver,CHA,P,owenb901,Brick Owens,4,Catch/no catch,7,6,1918,Chicago,White Sox
PIT191807061,07/06/1918,rudod101,Dick Rudolph,BSN,P,quige901,Ernie Quigley,6,Call at 1B (Sat on mound),7,6,1918,Boston,Braves
SLN191807072,07/07/1918,doolm101,Mickey Doolin,BRO,P,byrol901,Lord Byron,8,Balls and strikes,7,7,1918,Brooklyn,Dodgers
BOS191807082,07/08/1918,fohll101,Lee Fohl,CLE,M,hildg101,George Hildebrand,6,Call at HP,7,8,1918,Cleveland,Indians
WS1191807090,07/09/1918,nunal101,Les Nunamaker,SLA,P,dinnb101,Bill Dinneen,9,Call at 2B,7,9,1918,St.Louis,Browns
CHN191807100,07/10/1918,mannl101,Les Mann,CHN,P,odayh101,Hank O'Day,4,Called third strike,7,10,1918,Chicago,Cubs
NYA191807150,07/15/1918,wambb101,Bill Wambsganss,CLE,P,owenb901,Brick Owens,1,Called third strike,7,15,1918,Cleveland,Indians
NYA191807150,07/15/1918,oneis101,Steve O'Neill,CLE,P,connt901,Tommy Connolly,2,Call at 1B,7,15,1918,Cleveland,Indians
BOS191807160,07/16/1918,austj101,Jimmy Austin,SLA,P,connt901,Tommy Connolly,2,Balls and strikes,7,16,1918,St.Louis,Browns
PIT191807160,07/16/1918,mollf101,Fritz Mollwitz,PIT,P,emslb101,Bob Emslie,4,Catch/trap call,7,16,1918,Pittsburgh,Pirates
BOS191807172,07/17/1918,schaw101,Wally Schang,BOS,P,connt901,Tommy Connolly,4,Fighting,7,17,1918,Boston,Red Sox
BOS191807172,07/17/1918,seveh101,Hank Severeid,SLA,P,connt901,Tommy Connolly,4,Fighting,7,17,1918,St.Louis,Browns
PHA191807182,07/18/1918,walkt101,Tillie Walker,PHA,P,dinnb101,Bill Dinneen,8,Called third strike,7,18,1918,Philadelphia,Athletics
PIT191807190,07/19/1918,jacoe101,Elmer Jacobs,PHI,P,klemb901,Bill Klem,7,Bench jockeying,7,19,1918,Philadelphia,Phillies
PIT191807202,07/20/1918,morap101,Pat Moran,PHI,M,emslb101,Bob Emslie,7,Call at 1B,7,20,1918,Philadelphia,Phillies
CLE191807211,07/21/1918,jamic101,Charlie Jamieson,PHA,P,evanb901,Billy Evans,6,Call at HP,7,21,1918,Philadelphia,Athletics
PHI191807252,07/25/1918,mannl101,Les Mann,CHN,P,harrp901,Pete Harrison,7,Fair/foul call,7,25,1918,Chicago,Cubs
PHI191807260,07/26/1918,morap101,Pat Moran,PHI,M,quige901,Ernie Quigley,2,Balls and strikes,7,26,1918,Philadelphia,Phillies
CLE191807270,07/27/1918,finnh102,Happy Finneran,NYA,P,evanb901,Billy Evans,1,Call at 1B,7,27,1918,New York,Yankees
BRO191808031,08/03/1918,nealg101,Greasy Neale,CIN,P,byrol901,Lord Byron,9,Called third strike,8,3,1918,Cincinnati,Reds
BSN191808070,08/07/1918,hendj101,Jack Hendricks,SLN,M,harrp901,Pete Harrison,6,Call at 1B,8,7,1918,St. Louis,Cardinals
BSN191808070,08/07/1918,betzb101,Bruno Betzel,SLN,P,harrp901,Pete Harrison,6,Call at 1B,8,7,1918,St. Louis,Cardinals
BSN191808070,08/07/1918,meadl101,Lee Meadows,SLN,P,harrp901,Pete Harrison,6,Call at 1B,8,7,1918,St. Louis,Cardinals
